customerNumber	name	status	addressLine1	addressLine2	addressLine3	city	state	zipCode	phoneNumber
HVACIN 	HVAC INCORPORATED	Active	5188 S E INTERNATIONAL WAY			MILWAUKIE	OR	97222-4602	503-462-4822
HVACAI 	HVAC-AIR CONDITIONING, CORP	Active	411 CASTLEHILL DRIVE			WALNUT	CA	91789	909-594-7620
HYAREF 	HYATT REFRIGERATION	Active	1931 S. RAIL AVENUE			Yuma	AZ	85365	928-782-7535
HYBASO 	HYBARGER & SON DRYWALL	Active	1060 TELEGRAPH STREET	SUITE 3		RENO	NV	89502	702-329-3367
HYDELE 	HYDE ELECTRIC, INC.	Active	1717 E. VAN BUREN			PHOENIX	AZ	85006	(602) 257-0057
HYDERA 	HYDER AIR CONDITIONING	Active	3050 W 4TH AVENUE			APACHE JNCTION	AZ		480-982-6844
HYDTEM 	HYDRO-TEMP MECHANICAL INC.	Active	Email Invs:	ap@hydrotempmech.com	28465 S.W. BOBERG RD.	WILSONVILLE	OR	97070	(503) 582-8525
HYDSYS 	HYDRONIC SYSTEMS,  INC	Active	200 NE 39TH TERRACE			Oklahoma City	OK	73105	405-528-7867
HYWLEL 	HYE-LINE ELECTRIC	Active	9525 COZYCROFT AVENUE	# B		CHATSWORTH	CA	91311	818-886-9900
HYMAJW 	HYMAN/J.W.P.-GRANADA HILLS	Active	13100 BALBOA BL			GRANADA HILLS	CA	91344	818-831-6660
HYNDPL 	HYNDS PLUMBING	Active	4920 W. CHEYENNE			LAS VEGAS	NV	89130	702-656-9008
HYTROL 	HYTROL OF CALIF.	Active	AIRLINE BAGGAGE HANDLING	550 AYON AVE		AZUSA	CA	91702	(626) 969-8745
HYUNAL 	HYUNDAI ALUMINUM IND CO., IND	Active	140-2,KYE-DONG, CHONGRO-KU			SEOUL, KOREA			
IFRABU 	I-FRAME BUILDING SOLUTIONS	Active	8435 N. 90TH STREET #7			SCOTTSDALE	AZ	85258	(480) 745-3543
IACONS 	I.A. CONSTRUCTION, INC	Active	4440 VON KARMAN			NEWPORT BEACH,	CA	92660	714-833-7300
ICSKYL 	I.C. SKYLIGHTS	Active	DIVISION OF PARK CONST INC	***E-MAIL INV TO JOHN***	2461 ROSWELL AVENUE	LONG BEACH	CA	90815	(562) 986-9161
IEELEC 	I.E. ELECTRIC, INC	Active	6950 S TUCSON WAY, STE B			ENGLEWOOD,	CO	80112-3922	720-897-6911
IESMART	I.E.SMART SYSTEMS, LLC	Active	15200 E HARDY STREET			Houston	TX	77032	(281) 447-6278
IMTHRI 	I.M. THIRFTY NP	Active	P.O. BOX 4148			Bellevue	WA	98009-4148	(425) 641-8073
IPCSOF 	I.P.C. SOFTWARE SERVICES	Active	42701 CHRISTY STREET			FREMONT	CA	94538	510-770-8000
ISMELE 	I.S.M. ELECTRIC, INC	Active	512 73RD STREET			Brooklyn	NY	11209	718-833-2235
ITWPAS 	I.T.W. PASLODE	Active	888 FOREST EDGE DR.			VERNON HILLS	IL	60061	800-468-7403
IACOPA 	IACONO, PAUL E. STRUCT E	Active	23862 S. HAWTHORNE BLVD.			TORRANCE	CA	90505	310-373-8693
ICCWIR 	ICC WIRELESS LLC	Active	10 INVERNESS DRIVE EAST	SUITE 100		ENGLEWOOD,	CO	80112	303-530-1197
ICEBUI 	ICE BUILDERS INC.	Active	421 E. CERRITOS AVE.			ANAHEIM	CA	92805	714-491-1317
ICKELE 	ICKLER ELECTRIC CORP - NP	Active	13250 KIRKHAM WAY			POWAY	CA	92064	(858) 486-1585
ICOMEC 	ICOM MECHANICAL INC	Active	477 BURKE STREET			SAN JOSE	CA	95112	(408) 792-2250
ICONBU 	ICON BUILDING CO.	Active	15029 N. THOMPSON PEAK RD.	SUITE B-111		SCOTTSDALE	AZ	85260	602-329-5880
ICOIN  	ICON INSULATION, INC.	Active	22706 58TH PLACE SOUTH			KENT	WA	98032-4666	800/945-4723
ICONME 	ICON MECHANICAL CONST & ENG	Active	1616 CLEVELAND BLVD.			Granite City	IL	62040	(618) 452-0035
ICRINC 	ICRCO, INC.	Active	2580 W. 237TH ST.			TORRANCE	CA	90505	310-921-9559
INDCOM 	ICS INDUSTRIAL COMMERCIAL	Active	1165 JOSHUA WAY	MAIL INVOICES		VISTA	CA	92083	(760) 599-05000
ICSINT 	ICS INTEGRATED COMMUNICATIONS	Active	SYSTEMS	550 PARROTT ST., UNIT 40		SAN JOSE	CA	95116	(408) 491-6000
ICSSYS 	ICS-INDUSTRIAL COMMERCIAL-GEN	Active	SYSTEMS	1165 JOSHUA WAY	**email     ICSACCT@1ics.net	VISTA	CA	92081	(760) 599-0500
IDEALCO	IDEAL CONSOLIDATED, INC.	Active	806 WEST SAMPLE STREET			South Bend	IN	46601	(574) 282-1228
IDEXGL 	IDEX GLOBAL SERVICES	Active	****E-MAIL INVOICES****	CBRECHT@IDEXGLOBAL.COM	505 MONTGOMERY STREET STE#1250	SAN FRANCISCO	CA	94111	(415) 249-3400
IDG    	IDG  - COD   COD	Active	16462 GOTHARD STREET	# C		HUNTINGTON BCH	CA	92647	(714) 465-0533
IDIEL  	IDI ELECTRIC, LLC	Active	4607 RO Drive			Spicewood	TX	78669	(512) 436-9204
IDSGRO 	IDS GROUP, INC.	Active	1 PETERS CANYON ROAD			IRVINE	CA	92606	949-387-8500
IDTELE 	IDT TELECOMMUNICATIONS**	Active	62 BELVEDERE STREET			SAN RAFAEL	CA	94901-4817	(415) 226-0020
IESVA  	IES COMMERCIAL - VIRGINIA	Active	1010 BOWEN PKWY. STE. A			Suffolk	VA	23435	(757) 424-5164
IESBUR 	IES COMMERCIAL-BURBANK***NP	Active	E-MAIL INVOICES	CORINA.GREGORY@IES-CO.COM	2810 S. ROOSEVELT ST	TEMPE	AZ	85282	(818) 847-2111
IESIRV 	IES COMMERCIAL-IRVINE	Active	E-MAIL INVOICES	CORINA.GREGORY@IES-CO.COM	2810 SOUTH ROOSEVELT STREET	TEMPE	AZ	85282	(818) 847-2111
IESCSD 	IES COMMERCIAL-SD	Active	2810 S. ROOSEVELT ST	***EMAIL ALL INVOICES******		TEMPE	AZ	85282	(480) 379-6200
IECOMM 	IES COMMERCIAL, INC	Active	1795 W YALE AVENUE			ENGLEWOOD	CO	80110	623-937-3225
IESSMD 	IES COMMERCIAL, INC	Active	4720 E COTTON GIN LOOP			PHOENIX	AZ	85040	(951) 737-8870
IESSAN 	IES COMMERCIAL, INC CORP/ SD	Active	E-MAIL INVOICES (CORP OFFICE)	CORINA.GREGORY@IES-CO.COM	2810 S. ROOSEVELT ST	TEMPE	AZ	85282	(480) 379-6246
IESCOL 	IES COMMERCIAL, INC-COLORADO	Active	1795 W. YALE AVENUE			ENGLEWOOD	CO	80110	(303) 937-9300
IESCOI 	IES COMMERCIAL, INC.	Active	2810 S. ROOSEVELT STREET			TEMPE	AZ	85282	(210) 735-9111
IESCOM 	IES COMMERCIAL, INC****NP	Active	**EMAIL INVOICES ONLY**	CORINA.GREGORY@IES-CO.COM	2801 S. FAIR LANE	TEMPE	AZ	85282	(480) 379-6200
IESIND 	IES INDUSTRIAL,INC.	Active	16135 SW 74TH AVE			PORTLAND	OR	97224	503-648-1900
IESRES 	IES RESIDENTIAL, INC	Active	10203 MULA CIRCLE			STAFFORD	TX	77477	(281) 498-2212
IGBRCO 	IGNACE BROTHERS COMMERCIAL	Active	CONSTRUCTION, INC	P.O. BOX 2771		Flagstaff	AZ	86003	(928) 526-9446
IISMEC 	II-S MECHANICAL INC.	Active	P.O. BOX 639			STAYTON	OR	97383	(503) 769-3738
IKEANO 	IKEA NORTH AMERICA SREV. LLC	Active	496 W. GERMANTOWN PIKE	PLYMOUTH COMMONS		PLYMOUTH MTNG.	PA	19462	610-834-0180
IKOSTE 	IKON STEEL, LLC	Active	1955 W. COMMERCE AV.			GILBERT	AZ	85233	480-892-6865
ILLICO 	ILLIG CONSTRUCTION	Active	3577 N. FIGUEROA			LOS ANGELES	CA	90065	213-227-1411
IMAGBU 	IMAGE BUILDERS CONSORTIUM, INC	Active	521 W. BRIARDALE AVENUE			ORANGE	CA	92865	714-998-8811
IMAGCO 	IMAGE CONSTRUCTION, INC	Active	5070 SOUTH ARVILLE	SUITE # 12		LAS VEGAS,	NV	89118-4904	702-248-1181
IMAINT 	IMAGE INTERIORS, INC.	Active	9350 7TH ST. STE.B			R. CUCAMONGA	CA	91730	909-948-1052
IMCORV 	IMCOR-LAS VEGAS	Active	1841 E.WASHINGTON ST.			PHOENIX	AZ	85034	(602) 257-1319
IMPEEL 	IMPERIAL ELECTRIC **COD ONLY*	Active	135 N. BENSON	SUITE E		UPLAND	CA	91786	(909) 946-4343
IMPEPA 	IMPERIAL PALACE & CASINO	Active	3535 LAS VEGAS BL,SO.			LAS VEGAS	NV	89109	702-794-3282
IMPETE 	IMPERIAL TENANT DEV.	Active	3338 MALT AVE			COMMERCE	CA	90040	213-725-0375
IMPWES 	IMPERIAL WEST, INC.	Active	632 W COMMERCE			GILBERT	AZ	85233-4300	(480) 545-4147
IMWOEN 	IMPERIAL WOODWORKING ENT.	Active	E-MAIL INVOICES TO SUSAN @	enterpriseaccounting@imperialw	306 N. WOODWORK LN.	PALATINE	IL	60067	(847) 358-6920
INLIFE 	IN-LINE FENCE+ RAILING	Active	P.O. BOX 2637			RAMONA	CA	92065	760-789-0282
INWEST 	IN-WEST ELECTRIC, INC-NP	Active	580 N. BULLARD AVENUE #67	****EMAIL INVOICE ONLY******	INWESTADMIN@COX.NET	GOODYEAR	AZ	85338	(623) 877-0036
INCEBU 	INCENTIVE BUILDERS	Active	8081 ORANGETHORPE AVE			BUENA PARK	CA	90621	714-739-8661
INELE  	INDEPENDENT ELEC.-FREMONT	Active	P.O. BOX 1711	44650 GRIMMER BLVD.		FREMONT	CA	94538-6386	510/651-6161
INDEEL 	INDEPENDENT ELECTRIC SUPPLY	Active	12222 SHERMAN WAY			N HOLLYWOOD	CA	91605-0577	818-759-1080
INDES  	INDEPENDENT ELECTRIC SUPPLY	Active	1575 BURKE AVE			SAN FRANCISCO	CA	94124	(415) 734-4700
INDINC 	INDEPENDENT ELECTRIC SUPPLY	Active	4707 E. BASELINE RD			PHOENIX	CA	85042	480-308-0500
INELSU 	INDEPENDENT ELECTRIC SUPPLY	Active	4540 BROAD STREET	SUITE# 130		SAN LUIS OBISP	CA	93401	(805) 781-0169
INDENE 	INDEPENDENT ENERGY SOLUTIONS,	Active	INC.	1090 JOSHUA WAY		VISTA	CA	92081	(760) 752-9706
INDELI 	INDEPENDENT LIGHTING SUPPLY	Active	1032 SERPENTINE LANE	SUITE 113		PLEASANTON	CA	94566	510-484-5520
INDTEMP	INDEPENDENT TEMPERATURE CONTRL	Active	117-19 14TH ROAD			College Point	NY	11356	718-939-8801
INDIBU 	INDICOM BUILDINGS, INC.	Active	1600 CLANCY CIRCLE			VISALIA	CA	93291	(209) 651-0567
INDICO 	INDICOM ELECTRIC COMPANY	Active	1601 S. SUNKIST ST., #D			ANAHEIM	CA	92806	(714) 937-1268
INDELE 	INDICOM ELECTRIC-NP	Active	3402 E WIER AVE			PHOENIX	AZ	85040-2855	(602) 276-6343
INDOFF 	INDOFF, INC	Active	PO BOX 46900			ST. LOUIS,	MO	63146	(314) 997-1122
INDUAC 	INDUSTRIAL ACOUSTICS CO.(IAC)	Active	1160 COMMERCE AVENUE			BRONX	NY	10462	(212) 931-8000
INDCO  	INDUSTRIAL COOLING	Active	14747 ARTESIA BLVD #3-A			LA MIRADA	CA	90638	714-994-6061
INDUEL 	INDUSTRIAL ELECTRONIC ***COD**	Active	SYSTEMS, INC	3250 MONIER CIRCLE	SUITE F	RANCHO CORDOVA	CA	95742	(916) 638-1000
INDESI 	INDUSTRIAL ELECTRONIC SYSTEM	Active	3250 MONIER CIRCLE SUITE F			RANCHO CORDOVA	CA	95742	(916) 638-1000
INDUFA 	INDUSTRIAL FAB AND FORM	Active	9649 ALPACA STREET			S EL MONTE	CA	91733	818-401-9241
INFISP 	INDUSTRIAL FIRE SPRINKLER XXXX	Active	3845 IMPERIAL AVExxxxxxxxxxxxx			SAN DIEGO	CA	92113	(619) 266-6030
INDSPR 	INDUSTRIAL SPRINKLER, CORP	Active	P.O. BOX 2020			Barceloneta	PR	00617	(787) 815-1240
INDUTH 	INDUSTRIAL THREADED PRODUCTS	Active	13580 FIRESTONE BLVD			SANTA FE SPRINGS	CA	90670	310-802-4626
INWHO  	INDUSTRIAL WHOLESALE ELECTRIC	Active	1500 S GRIFFITH AVE			LOS ANGELES	CA	90021	213-746-1170
INDUEQ 	INDUSTRY EQUIP. RENTAL	Active	822 S. NOGALES ST			INDUSTRY	CA	91748	818-965-4901
INELCO 	INELPRO CORP	Active	PO BOX 561465			Guayanilla	PR	00656	(787) 835-1441
INETSEC	INET SECURITY & SURVEILANCE, I	Active	9706 INTERSTATE 35 NORTH			San Antonio	TX	78233	
INDRYS 	INEX DRYWALL SYSTEMS INC	Active	HC37 BOX 1803			GOLDEN VALLEY	AZ	86413	623-975-5996
INFIAIR	INFINITY AIR LLC	Active	2625 E. CRAIG RD. #G			N LAS VEGAS	NV	89030	(702) 489-6452
INFCON 	INFINITY CONSTRUCTION SERVICES	Active	13636 DEXTER STREET			THORTON	CO	80602	303-324-3503
DANMEC 	INFINITY CONTRACTING SERVICES	Active	112-20 14TH AVE			College Point	NY	11356	718-762-3200
INFMET 	INFINITY METALS, INC-NP	Active	600 E Lambert Rd			LA HABRA	CA	90631	(562) 697-8826
INFPLA 	INFINITY PLAST.-NP	Active	P.O. BOX 23153	14212 WEST BUTLER		Waddell	AZ	85355	(623) 847-2223
INFCAB 	INFRASTRUCTURE CABLING SERVICE	Active	2928 PROMONTORY CIR			SAN RAMON	CA	94583	925/855-3370
INWHEL 	INGLEWOOD WHOLESALE ELECT-NP	Active	923 S. PRAIRIE AVE			INGLEWOOD	CA	90301	(310) 673-4400
INGSUP 	INGRAM SUPPLY	Active	2441 WESTERN AVE.			LAS VEGAS	NV	89102	(702) 384-8500
INLAAC 	INLAND ACOUSTICS-NP	Active	323 SOUTH SIERRA WAY			SAN BERNARDINO	CA	92408	909-884-6276
INEMCO 	INLAND EMPIRE CONSTRUCTION	Active	7409 PALM AVENUE	PO BOX 555		HIGHLAND	CA	92346	909-863-5511
INLAEM 	INLAND EMPIRE EQUIPMENT	Active	1400 E.ORANGETHORPE AVENUE			FULLERTON	CA		714-680-0900
INLERO 	INLAND EROSION CONTROL	Active	42181 AVENIDA ALVARADO # A			TEMECULA	CA	92590	(951) 301-8334
INLMAT 	INLAND MATERIAL SUPPLY,INC.	Active	803 PARKRIDGE			CORONA	CA	92879	(951) 272-5944
INLMEC 	INLAND MECHANICAL CONST., INC	Active	571-C CRANE STREET			LAKE ELSINORE	CA	92530-2742	(951) 471-2674
0301007	INLAND WATERWORKS	Active	PO BOX 2246			San Bernardino	CA	92405	(909) 883-8941
0302512	INLINE DISTRIBUTING COMPANY	Active	14093 BALBOA BLVD			SYLMAR	CA	91342	(818) 768-3333
INNESP 	INNER SPACE CONST,(HUTCH)	Active	2250 S. CENTRAL AVE			R. DOMINGUEZ	CA	90220	(310) 763-2112
INNSPE 	INNER SPACE ENGINEERING CORP.	Active	924A S. AMPHLETT BLVD			SAN MATEO	CA	94402	(650) 341-7700
INNERW 	INNERWIRELESS, INC.	Active	1155 KAS DR.	SUITE 200		RICHARDSON	TX	75081	972-479-9898
INNOUP 	INNOVATION UPDATE	Active	1313 LINCOLN AVE			PASADENA	CA	91103	626-797-8481
INNAIR 	INNOVATIVE AIR	Active		6269 DEAN MARTIN DRIVE		LAS VEGAS	NV	89118-3833	702-577-3244
INNOSH 	INNOVATIVE SHEET METAL , INC	Active	3385 WEST 1820 SOUTH			SALT LAKE CITY	UT	84104	(801) 990-5290
INNOVS 	INNOVATIVE STORAGE	Active	1351 S BEACH BLVD UNIT L			LA HABRA	CA	90631	(562) 902-3035
INNOSU 	INNOVATIVE SURFACING, INC.	Active	7041 LAS POSITAS ROAD	SUITE F		LIVERMORE	CA	94550	925-443-4666
INNTAL 	INNTA-LINK COMMUNICATION INC	Active	3511 VALLEY VISTA RD.			BONITA	CA	91902	619-479-6202
INSITE 	INSITE	Active	PO BOX 72308			LAS VEGAS	NV	89170	(702) 597-2785
INSTSI 	INSTANT SIGNS	Active	5262 LINCOLN AVENUE			CYPRESS	CA	90630	714-827-0100
INSTBU 	INSTORE BUILDING AND DESIGN	Active	158 GENTRY STREET	P.O. BOX 550		LA VERNE	CA	91750-0550	(909) 392-2290
INACNO 	INSUL ACOUSTICS-NORTH INC.	Active	651 S. MANCHESTER AVE			ANAHEIM	CA	92802	(951) 272-3214
INSPLA 	INSUL DRYWALL AND PLASTERING	Active	627 SOUTH MANCHESTER AVE			ANAHEIM	CA	92802	(714) 490-0591
INSUCO 	INSULATION CONTRACTING & SUPPL	Active	2706 S.RAILROAD AVE	PO BOX 2356		FRESNO	CA	93745	209-233-7154
INPROD 	INSULATION PRODUCTS	Active	A division of Karcher Ins	2300 EAST ORANGEWOOD AVE		ANAHEIM	CA	92806	714-385-1095
INSPRO 	INSULATION PRODUCTS	Active	2300 E. ORANGEWOOD AVE			ANAHEIM	CA	92806	(714) 385-1223
INSCON 	INSULCOM CONTR	Active	632 AERO WAY			ESCONDIDO	CA	92029-1201	(760) 233-2640
INCONT 	INSULCOM CONTRACTORS INC.	Active	26786 VISTA TERRACE			LAKE FOREST	CA	92630	949-830-9395
INPRLV 	INSULPRO	Active	1401 TRADE DRIVE			N LAS VEGAS	NV	89030	702-399-9060
INELEC 	INTECH ELECTRIC	Active	12759 FOOTHILL BLVD.			R. CUCAMONGA	CA	91739	909-463-3028
INMECH 	INTECH MECHANICAL	Active	7501 GALILEE ROAD			ROSEVILLE	CA	95678	(916) 797-4900
INTEAC 	INTEGRATED ACOUSTICS	Active	5416 OAK PARK AVE			ENCINO	CA	91316	818-789-2197
INTEG  	INTEGRATED CONSTRUCTION	Active	8202 E.CYPRESS			SCOTTSDALE	AZ	85257	480-946-0043
ICIENG 	INTEGRATED CONSULTANTS INC.	Active	4000 WEST VALLEY BLVD	DBA: ICI ENGINEERS, INC.	SUITE# 105	WALNUT	CA	91789	(909) 444-1800
INTCON 	INTEGRATED CONTRACTING	Active	PO BOX 5186			SAN BERNARDINO	CA	92412-5186	909-478-3388
INTFAC 	INTEGRATED FACILITY CONST.	Active	2125 S. 48TH ST.	SUITE 107		TEMPE	AZ	85282	602-437-3637
0302540	INTEGRATED INDUSTRIAL SUPPLY I	Active	PO BOX 7410			Santa Maria	CA	93456	(805) 925-8468
INTEGM 	INTEGRATED MECHANICAL GROUP-W	Active	BK FILED 06-13-11			LAS VEGAS	NV	89123	(702) 987-1682
INTRME 	INTEGRATED MECHANICAL SYSTEMS	Active		2390 BATEMAN AVE		IRWINDALE	CA	91010	(626) 446-1854
INTNET 	INTEGRATED NETWORK SYSTEMS	Active	14927 SYDNEY AVE			FONTANA	CA	92336	909-899-4023
INTSTU 	INTEGRATED STUCCO, INC **JOBS*	Active	8205 N 67TH AVE			Glendale	AZ	85302	(623) 931-3661
INTWAT 	INTEGRATED WATER SEVICES, INC.	Active	P.O BOX 774565			STEAMBOAT SPRG	CO	80477	720-207-5052
INTECE 	INTEGRITY CEILINGS INC.	Active	1220 PIONEER STREET	UNIT C		BREA	CA	92821	(714) 526-7016
INTEGC 	INTEGRITY CONSTRUCTION	Active	15431 CARMENITA ROAD			SANTA FE SPRINGS	CA	90670-5607	714-521-6697
INTDRY 	INTEGRITY DRYWALL **JOBS**	Active	265 W. SANTA MARIA ST.			TUCSON	AZ	85706	(520) 312-3331
INTELE 	INTEGRITY ELECTRICAL	Active	P.O. BOX 755			CHANDLER	AZ	85244-1055	480-248-0608
INTFIR 	INTEGRITY FIRE SYSTEMS *JOBS*	Active	1100 OLYMPIC DR.	STE 101		Corona	CA	92881	(951) 549-9899
INCONS 	INTEGRITY SHEET META ***** XXX	Active	319 MCARTHUR WAY #1	 XXXXXX     HOLD   XX		UPLAND	CA	91786	(909) 608-0449
INTELI 	INTELINET, INC	Active	9106 PULSAR COURT UNIT H			Corona	CA	92883	(951) 277-7669
INTELC 	INTELLIGRATED COMMUNICATIONS	Active	1725 W WILLIAMS DRIVE	 STE C-13		PHOENIX	AZ	85027	623-243-3900
INTERC 	INTER COOL, INC	Active	5611 SAN VINCENTE BLVD.			LOS ANGELES	CA	90019-2577	213-933-7688
INTEIN 	INTERCOOL INC.	Active	5611 SAN VINCENTE BL			LOS ANGELES	CA	90019	(213) 933-7688
INTRCO 	INTERCOOL INC.	Active	5611 SAN VINCENTE BL			LOS ANGELES	CA	90019	213-933-7688
INTCOM 	INTERFACE COMMUNICATIONS	Active	4909 NAUTILUS COURT N.,STE 201			BOULDER	CO	80301	(303) 530-4212
INTEFA 	INTERFAST GROUP	Active	2730 E. PHILADELPHIA ST.			ONTARIO	CA	91761	800-605-1233
INPRSE 	INTERGRATED PRODUCTS &	Active	SERVICES INC.	DBA: CAL PROTECTION	7605 N. SAN FERNANDO RD.	BURBANK	CA	91505	(714) 685-8100
INTBUI 	INTERIOR BUILDING MATERIALS	Active	A DIV OF PACIFIC NAT'L GROUP	2392 S. BATEMAN AVENUE	EMAL d.aberle@pacific-inc.com	IRWINDALE	CA	91010	(626) 357-4400
INTECF 	INTERIOR CONTRACTORS-FRESNO	Active	2910 E.HEATON AVE	PO BOX 1207		FRESNO	CA	93715	209-441-0170
INDECO 	INTERIOR DESIGN CONST***COD***	Active	2539 CHERRY HILLS DR			DISCOVERY BAY	CA	94505	925-443-3222
INTEIE 	INTERIOR ELECTRIC, INC.	Active	NEVADA	747 N MAIN STREET		ORANGE	CA	92868	(714) 771-9098
INTEXP 	INTERIOR EXPERTS	Active	GENERAL BUILDERS, INC	4534 CARTER COURT		CHINO	CA	91710	(909) 203-4922
INTEPA 	INTERIOR PARTITIONS	Active	11300 SANDERS DR #11			RANCHO CORDOVA	CA	95742	916-859-5700
INTSPC 	INTERIOR SPECIALTIES, INC.	Active	8615 COMMERCE AVE.			SAN DIEGO	CA	92121	858-566-0143
INTTEL 	INTERLINK TELCOM DO NOT USE.	Active	BANKRUPTCY  02-21-12	P.O BOX 5986		GOODYEAR	AZ	85338	(602) 454-2186
INTRIC 	INTERMECH, INC. - RICHLAND DIV	Active	P.O. BOX 1370			RICHLAND	WA	99352-1370	(509) 628-9141
INTERM 	INTERMOUNTAIN CONTRACTOR'S	Active	SUPPLY	328 WHITNEY AVE		SALT LAKE	UT	84115	801-466-0307
INTMNV 	INTERMOUNTAIN ELECTRIC - NV	Active	5050 OSAGE STREET	SUITE 500		Denver	CO	80221	(775) 850-3600
INTMOU 	INTERMOUNTAIN ELECTRIC, INC	Active	5050 OSAGE STREET SUITE 500	****EMAIL INVOICES******	invoices@imelect.com	Denver	CO	80221	(303) 282-4374
INTFAS 	INTERMOUNTAIN FASTENING	Active	328 WHITNEY AVE.			S.L.C.	UT	84115	801-466-0307
INCOSY 	INTERNATIONAL CONTROL SYSTEMS	Active	8369 SOUTHPARK LN	STE A		LITTLETON	CO	80120	(303) 778-0884
INTFIPR	INTERNATIONAL FIRE PROTECTION	Active	1820 LINDER INDUSTRIAL DRIVE			Nashville	TN	37209	(615) 248-6701
INTERN 	INTERNATIONAL LINE BUILDERS	Active	2520 RUBIDOUX BLVD			RIVERSIDE	CA	92509	(951) 682-2982
INTEMA 	INTERNATIONAL MARBLE DIST.	Active	3104 S. 52ND ST			TEMPE	AZ	85282	602-470-1515
INTEME 	INTERNATIONAL MECHANICAL SERV.	Active	CLOSED ACCOUNT OUT OF	BUSINESS	9/8/2009	ORANGE	CA	92859	714-639-3995
INTELS 	INTERNATIONAL RECTIFIER	Active	ATTENTION ACCOUNTS PAYABLE	P.O. BOX 2969		EL SEGUNDO,	CA	90245-8069	310-726-8420
INTERE 	INTERNATIONAL RECTIFIER	Active	P.O. BOX 2969			EL SEGUNDO	CA	90245-8069	310-726-8420
INTETI 	INTERNATIONAL TILE ROOFING, IN	Active	305 THOMAS PL			EVERMAN	TX	76028	817-572-0720
INTNOVA	INTERNOVA ELECTRICAL CONT. INC	Active	CARR 176 KM 5.0 CUPEY	RR-9, BOX 1690		San Juan	PR	00926	(787) 283-3178
INPHELE	INTERPHASE ELECTRIC CORP.	Active	79 ROCKLYN AVENUE			Lynbrook	NY	11563	(516) 256-5515
INTERP 	INTERPIPE -CONTRACTING	Active	INTERPIPE CONTRACTING	10870 HARTLEY RD.		SANTEE	CA	92071	(619) 596-7733
INTTEC 	INTERSECT TECHNOLOGY INST.- NP	Active	P.O. BOX 721025			SAN DIEGO	CA	92172	(858) 240-6670
INTEGL 	INTERSTATE GLASS-S.D.	Active	2030 GILLESPIE WAY	SUITE 104		EL CAJON	CA	92020	619-448-9576
INTMEC 	INTERSTATE MECHANICAL	Active		2609 SE 6TH AVE.		PORTLAND	OR	97202	(503) 233-7171
IMCORA 	INTERSTATE MECHANICAL***JOBS**	Active	micaelarodriguez@imcor-az.com	1841 E. WASHINGTON		PHOENIX	AZ	85034	(602) 257-1319
INPLSD 	INTERSTATE PLB USE ACCT INTPLS	Active	7201 WEST POST RD			LAS VEGAS	NV	89113	(702) 367-6064
INTPLS 	INTERSTATE PLBG****DO NOT SELL	Active	FILED BANKRUPTCY 05-03-13			LAS VEGAS	NV	89113	(702) 367-6064
INTPLU 	INTERSTATE PLUMBIN*DO NOT SELL	Active	FILED BANKRUPTCY 05-03-13			LAS VEGAS	NV	89113	(702) 367-6064
INTSTA 	INTERSTATE RESTORATION	Active	3401 QUORUM DR.	SUITE# 300		Fort Worth	TX	76137	(800) 622-6433
INTEGE 	INTERTEX GENERAL CONTRACTORS	Active	25322 W. RYE CANYON ROAD			VALENCIA	CA	91355	661-295-8215
INTEDE 	INTERWALL DEVELOPMENT SYS	Active	17401 ARMSTRONG AVE.	STE. #100		IRVINE	CA	92614	949-553-9102
INTEXDR	INTEX DRYWALL, INC	Active	200 SPECTRUM CENTER DRIVE	Suite  300		IRVINE	CA	92618	(714) 401-1412
INFORM 	INTEX FORMS	Active	9293 BEATTY DR	EMAIL Invoices to:	emily@intexforms.com	SACRAMENTO	CA	95826	916-388-9933
INTTAL 	INTRA-LINK COMMUNICATION INC.	Active	3511 VALLEY VISTA RD.			BONITA	CA	91902	619-479-6202
INTREP 	INTREPID ELECTRONIC SYSTEMS***	Active	400 MARKET ST			OAKLAND	CA	94607	(510) 597-9966
I1010  	INVENTORY SALES COMPANY	Active	9777 REAVIS RD.			Saint Louis	MO	63123	314-776-6200
IRELIN 	IRELAND INTERIORS	Active	***EMAIL JOCELYN INVOICES***	JOCELYN@IRELANDINT.COM	2200 JERROLD AVENUE, UNIT P	SAN FRANCISCO	CA	94124	(415) 671-2903
IRICOM 	IRISH COMMUNICATION COMPANY	Active	2649 STINGLE AVENUE			ROSEMEAD	CA	91770	(626) 288-6170
IRONEL 	IRON ELEGANCE	Active	9727 B. BUSINESS PARK DR.			SACRAMENTO	CA	95827	(916) 362-3263
IROIND 	IRON INDUSTRIES INC	Active	P.O. BOX 1324			HANFORD	CA	93232	(559) 582-4852
IRONME 	IRON MECHANICAL, INC	Active	721 N B STREET #100			SACRAMENTO	CA	95811-0332	916-341-3530
IROENT 	IRONCO ENTERPRISES, LLC	Active	1025 E. BROADWAY			PHOENIX,	AZ	85040	(602) 243-5750
IROSTE 	IRONMAN STEEL ERECTORS INC.	Active	4000 MICHELLE CT. S.E.			LACEY	WA	98503-4348	(360) 491-9353
IRCOIN 	IRONTREE CONSTRUCTION**JOBS***	Active	4723 E. INGRAM ST #101	CHECK W/ALI OR ANGELA B4 EVERY	SHIPMENT	MESA	AZ	85205	(480) 969-9966
